PartNum,annual_demand,avg_unit_cost,holding_cost_per_unit,eoq,orders_per_year,avg_cycle_stock,total_annual_cost,ordering_cost_assumption,holding_cost_rate
260544,365.0,919.65,229.9125,12.6,28.97,6.3,2896.95,50,0.25
2610042,110.8,0.0,0.0,,,,,50,0.25
2610935,365.0,0.0,0.0,,,,,50,0.25
2610936,365.0,0.0,0.0,,,,,50,0.25
2611004,730.0,0.0,0.0,,,,,50,0.25
2611020,365.0,0.0,0.0,,,,,50,0.25
2611025,365.0,0.0,0.0,,,,,50,0.25
2611027,365.0,0.0,0.0,,,,,50,0.25
2611029,365.0,0.0,0.0,,,,,50,0.25
2611030,365.0,0.0,0.0,,,,,50,0.25
2611033,365.0,0.0,0.0,,,,,50,0.25
2611034,365.0,0.0,0.0,,,,,50,0.25
2611037,1460.0,0.0,0.0,,,,,50,0.25
2611038,1460.0,0.0,0.0,,,,,50,0.25
2611046,730.0,0.0,0.0,,,,,50,0.25
2611057,730.0,0.0,0.0,,,,,50,0.25
2611062,730.0,0.0,0.0,,,,,50,0.25
2611068,365.0,0.0,0.0,,,,,50,0.25
2611069,730.0,0.0,0.0,,,,,50,0.25
2611073,365.0,0.0,0.0,,,,,50,0.25
2611074,1460.0,0.0,0.0,,,,,50,0.25
2611075,730.0,0.0,0.0,,,,,50,0.25
2611152,365.0,0.0,0.0,,,,,50,0.25
2611261,730.0,0.0,0.0,,,,,50,0.25
2611262,365.0,0.0,0.0,,,,,50,0.25
2611263,365.0,0.0,0.0,,,,,50,0.25
2611266,730.0,0.0,0.0,,,,,50,0.25
2611269,365.0,0.0,0.0,,,,,50,0.25
2611270,365.0,0.0,0.0,,,,,50,0.25
2611272,365.0,0.0,0.0,,,,,50,0.25
2611281,730.0,0.0,0.0,,,,,50,0.25
2611295,365.0,0.0,0.0,,,,,50,0.25
261704,3.84,95.76,23.94,4.01,0.96,2.0,95.88,50,0.25
2630214,730.0,0.0,0.0,,,,,50,0.25
2630215,730.0,0.0,0.0,,,,,50,0.25
2630661,365.0,0.0,0.0,,,,,50,0.25
2630662,365.0,0.0,0.0,,,,,50,0.25
26378,9125.0,10.7325,2.6831,583.17,15.65,291.58,1564.84,50,0.25
2640461,204.13,1.96,0.49,204.11,1.0,102.06,100.01,50,0.25
2640660,759.0,1.5599999999999998,0.39,441.15,1.72,220.58,172.03,50,0.25
2640663,425.83,1.66,0.415,320.33,1.33,160.16,132.97,50,0.25
2640725,2156.82,0.21328571428571427,0.0533,2011.61,1.07,1005.8,107.11,50,0.25
2640726,1237.29,0.1593,0.0398,1763.17,0.7,881.58,70.09,50,0.25
2640763,18250.0,2.42,0.605,1736.82,10.51,868.41,1050.89,50,0.25
2640776,730.0,0.0,0.0,,,,,50,0.25
2640843,177.5,3.12,0.78,150.85,1.18,75.42,117.83,50,0.25
2640884,49.32,4.01,1.0025,70.14,0.7,35.07,70.16,50,0.25
2640885,49.66,17.55,4.3875,33.64,1.48,16.82,147.8,50,0.25
2640923,85.97,2.82,0.705,110.43,0.78,55.22,77.93,50,0.25
2640932,259.65,3.52,0.88,171.77,1.51,85.88,151.07,50,0.25
2640941,127.52,2.35,0.5875,147.33,0.87,73.67,86.78,50,0.25
2641082,365.0,0.0,0.0,,,,,50,0.25
2641083,365.0,0.0,0.0,,,,,50,0.25
2641084,365.0,0.0,0.0,,,,,50,0.25
2641085,365.0,0.0,0.0,,,,,50,0.25
2641087,365.0,0.0,0.0,,,,,50,0.25
2641088,365.0,0.0,0.0,,,,,50,0.25
2641089,365.0,0.0,0.0,,,,,50,0.25
2641091,3650.0,50.61,12.6525,169.85,21.49,84.92,2148.95,50,0.25
2641095,365.0,0.0,0.0,,,,,50,0.25
2641103,1460.0,0.0,0.0,,,,,50,0.25
2641106,730.0,0.0,0.0,,,,,50,0.25
2641124,365.0,0.0,0.0,,,,,50,0.25
2641125,365.0,0.0,0.0,,,,,50,0.25
2641263,365.0,0.0,0.0,,,,,50,0.25
2641266,365.0,0.0,0.0,,,,,50,0.25
2644K21,365.0,22.31,5.5775,80.9,4.51,40.45,451.11,50,0.25
2644K22,365.0,26.73,6.6825,73.91,4.94,36.96,493.99,50,0.25
2644K23,365.0,30.42,7.605,69.28,5.27,34.64,526.94,50,0.25
2644K24,365.0,47.73,11.9325,55.31,6.6,27.66,660.05,50,0.25
2644K25,365.0,57.66,14.415,50.32,7.25,25.16,725.18,50,0.25
264575,18250.0,1958.06,489.515,61.06,298.89,30.53,29889.39,50,0.25
2646-20,365.0,365.078,91.2695,20.0,18.25,10.0,1825.2,50,0.25
265/65R18/SL,730.0,182.24,45.56,40.03,18.24,20.02,1824.11,50,0.25
2650504,58.87,2.0,0.5,108.51,0.54,54.26,54.13,50,0.25
2650511,3650.0,5.02,1.255,539.29,6.77,269.64,676.9,50,0.25
2650637,5061.33,0.0,0.0,,,,,50,0.25
2650831,365.0,25.1,6.275,76.27,4.79,38.14,478.83,50,0.25
2650835,1460.0,0.0,0.0,,,,,50,0.25
2650837,365.0,0.0,0.0,,,,,50,0.25
2650838,730.0,0.0,0.0,,,,,50,0.25
26512,8030.0,0.2475,0.0619,3601.74,2.23,1800.87,222.97,50,0.25
26515,1825.0,0.2869,0.0717,1595.41,1.14,797.7,114.2,50,0.25
2651526,82.45,9.99,2.4975,57.46,1.43,28.73,143.25,50,0.25
26522,7300.0,0.707,0.1768,2031.98,3.59,1015.99,359.13,50,0.25
26528,7300.0,1.1027,0.2757,1627.21,4.49,813.6,448.81,50,0.25
26529,7300.0,1.2545,0.3136,1525.71,4.78,762.86,478.23,50,0.25
2652980,3650.0,12.99,3.2475,335.25,10.89,167.62,1088.85,50,0.25
26530,1825.0,3.402,0.8505,463.23,3.94,231.62,393.99,50,0.25
2653002,2190.0,11.49,2.8725,276.12,7.93,138.06,793.08,50,0.25
265304B,36500.0,2.83,0.7075,2271.35,16.07,1135.68,1606.99,50,0.25
26531,1095.0,4.37,1.0925,316.59,3.46,158.29,345.93,50,0.25
2657604,730.0,4050.72,1012.68,8.49,85.98,4.24,8592.76,50,0.25
2660261,365.0,31.85,7.9625,67.71,5.39,33.85,539.03,50,0.25
2660288,9.38,211.43999999999997,52.86,4.21,2.23,2.1,222.51,50,0.25
2661T57,1095.0,135.57,33.8925,56.84,19.26,28.42,1926.22,50,0.25
2669551,2555.0,41.23,10.3075,157.44,16.23,78.72,1622.91,50,0.25
2670073,83.74,254.84499999999997,63.7112,11.46,7.31,5.73,730.57,50,0.25
2670145,85.88,63.36,15.84,23.28,3.69,11.64,368.88,50,0.25
2670148,11.59,187.88,46.97,4.97,2.33,2.48,232.99,50,0.25
2670149,13.45,127.77,31.9425,6.49,2.07,3.24,206.99,50,0.25
2680827,4380.0,0.0,0.0,,,,,50,0.25
2680831,365.0,25.1,6.275,76.27,4.79,38.14,478.83,50,0.25
2680841,365.0,67.23,16.8075,46.6,7.83,23.3,783.11,50,0.25
2680850,730.0,0.0,0.0,,,,,50,0.25
2680881,365.0,0.0,0.0,,,,,50,0.25
2680926,365.0,55.36,13.84,51.35,7.11,25.68,710.91,50,0.25
2680962,365.0,29.05,7.2625,70.89,5.15,35.44,514.88,50,0.25
2681036,365.0,0.0,0.0,,,,,50,0.25
2681048,365.0,29.51,7.3775,70.34,5.19,35.17,518.97,50,0.25
2681109,1460.0,123.15,30.7875,68.86,21.2,34.43,2120.01,50,0.25
2681198,365.0,70.27,17.5675,45.58,8.01,22.79,800.86,50,0.25
2681201,6.95,15.085,3.7712,13.58,0.51,6.79,51.11,50,0.25
2681204,6.95,15.085,3.7712,13.58,0.51,6.79,51.11,50,0.25
2681206,730.0,0.0,0.0,,,,,50,0.25
2681217,365.0,0.0,0.0,,,,,50,0.25
2681220,365.0,0.0,0.0,,,,,50,0.25
2681223,365.0,0.0,0.0,,,,,50,0.25
2681293,12.81,0.0,0.0,,,,,50,0.25
2681296,6.95,36.95,9.2375,8.67,0.8,4.34,80.09,50,0.25
26850,730.0,2.989,0.7472,312.57,2.34,156.28,233.77,50,0.25
268841,199.74,9.512500000000001,2.3781,91.65,2.18,45.82,217.96,50,0.25
2690283,365.0,0.0,0.0,,,,,50,0.25
2690284,365.0,0.0,0.0,,,,,50,0.25
2690285,365.0,0.0,0.0,,,,,50,0.25
2690291,365.0,0.0,0.0,,,,,50,0.25
2690296,9.12,28.950000000000003,7.2375,11.23,0.81,5.62,81.17,50,0.25
2690317,4.47,38.166666666666664,9.5417,6.84,0.65,3.42,65.13,50,0.25
2690318,6.44,22.34,5.585,10.74,0.6,5.37,59.99,50,0.25
2690319,4.47,37.75666666666667,9.4392,6.88,0.65,3.44,64.97,50,0.25
2690320,12.88,27.980000000000004,6.995,13.57,0.95,6.78,94.93,50,0.25
2690322,4.48,22.0,5.5,9.03,0.5,4.51,49.8,50,0.25
2690323,8.97,13.26,3.315,16.45,0.55,8.22,54.75,50,0.25
2690324,4.48,8.09,2.0225,14.88,0.3,7.44,30.05,50,0.25
2690325,4.48,8.35,2.0875,14.65,0.31,7.32,30.78,50,0.25
2690327,730.0,0.0,0.0,,,,,50,0.25
2690331,4.48,12.04,3.01,12.2,0.37,6.1,36.86,50,0.25
2690332,4.48,12.89,3.2225,11.79,0.38,5.9,38.01,50,0.25
2690333,4.48,9.23,2.3075,13.93,0.32,6.96,32.06,50,0.25
2690334,4.48,10.09,2.5225,13.33,0.34,6.66,33.8,50,0.25
2690337,4.48,12.45,3.1125,12.0,0.37,6.0,37.17,50,0.25
2690338,4.48,13.220000000000002,3.305,11.64,0.38,5.82,38.24,50,0.25
2690339,365.0,17.33,4.3325,91.79,3.98,45.9,397.86,50,0.25
2690340,365.0,14.71,3.6775,99.63,3.66,49.82,366.21,50,0.25
2690349,4.69,59.32833333333334,14.8321,5.62,0.83,2.81,83.18,50,0.25
2690444,37.42,26.272000000000002,6.568,23.87,1.57,11.94,156.92,50,0.25
26FK64,1825.0,6.44,1.61,336.68,5.42,168.34,542.03,50,0.25
2700016,58.43,14.72,3.68,39.85,1.47,19.92,146.81,50,0.25
2700162,953.0,0.54,0.135,840.19,1.13,420.1,113.21,50,0.25
2700226,745.28,0.5876923076923077,0.1469,712.28,1.05,356.14,104.82,50,0.25
2700228,818.75,8.7,2.175,194.02,4.22,97.01,422.0,50,0.25
2700229,1825.0,0.0,0.0,,,,,50,0.25
2700230,36500.0,0.0,0.0,,,,,50,0.25
2700231,657.66,0.0,0.0,,,,,50,0.25
2700233,658.59,0.6037037037037037,0.1509,660.64,1.0,330.32,99.85,50,0.25
2700234,640.53,0.4097142857142857,0.1024,790.9,0.81,395.45,80.99,50,0.25
2700241,627.39,0.45789473684210524,0.1145,740.23,0.85,370.12,84.88,50,0.25
2700244,676.19,60.56,15.14,66.83,10.12,33.42,1011.98,50,0.25
2700249,220.67,0.2025125,0.0506,660.38,0.33,330.19,33.21,50,0.25
2700250,184.81,0.2725,0.0681,520.94,0.35,260.47,35.24,50,0.25
2700251,284.52,0.12888888888888891,0.0322,940.0,0.3,470.0,30.13,50,0.25
2700252,176.9,0.13166666666666668,0.0329,733.27,0.24,366.64,24.06,50,0.25
27003,2190.0,31.0,7.75,168.1,13.03,84.05,1302.89,50,0.25
2700806,730.0,0.01,0.0025,5403.7,0.14,2701.85,13.75,50,0.25
2700987,365.0,0.01,0.0025,3820.99,0.1,1910.5,9.78,50,0.25
2701002,7300.0,6.0,1.5,697.61,10.46,348.8,1046.2,50,0.25
2701154 -- 65-3/8 Head,365.0,11350.0,2837.5,3.59,101.67,1.8,10191.0,50,0.25
2701264,169.77,7.54,1.885,94.9,1.79,47.45,178.94,50,0.25
2701268,435.19,16.74,4.185,101.97,4.27,50.98,426.85,50,0.25
2701667,365.0,2071.44,517.86,8.4,43.45,4.2,4347.51,50,0.25
2701884,97.33,51.51,12.8775,27.49,3.54,13.74,353.94,50,0.25
2702643,254.36,133.5115,33.3779,27.61,9.21,13.8,921.12,50,0.25
2702644,29200.0,156.16,39.04,273.49,106.77,136.74,10676.83,50,0.25
2702T32,1460.0,26.8,6.7,147.62,9.89,73.81,989.03,50,0.25
2703456,182.5,179.35066666666668,44.8377,20.17,9.05,10.09,904.91,50,0.25
2704494,1460.0,0.0,0.0,,,,,50,0.25
27060,365.0,6.17,1.5425,153.83,2.37,76.92,237.15,50,0.25
2707167,1460.0,0.0,0.0,,,,,50,0.25
2707223,1460.0,0.0,0.0,,,,,50,0.25
2707257,730.0,0.0,0.0,,,,,50,0.25
2707524,2190.0,0.0,0.0,,,,,50,0.25
2707527,365.0,0.0,0.0,,,,,50,0.25
2707528,365.0,0.0,0.0,,,,,50,0.25
2707744,8760.0,0.0,0.0,,,,,50,0.25
2707745,8760.0,0.0,0.0,,,,,50,0.25
2707747,4380.0,0.0,0.0,,,,,50,0.25
2708196,10220.0,0.0,0.0,,,,,50,0.25
2708329,713.8,97.7,24.425,54.06,13.2,27.03,1320.21,50,0.25
2708330,704.86,110.55499999999999,27.6388,50.5,13.96,25.25,1395.88,50,0.25
2708331,1029.66,136.325,34.0812,54.97,18.73,27.48,1873.05,50,0.25
2708509,55.41,0.005,0.0012,2148.84,0.03,1074.42,2.79,50,0.25
2708705,730.0,225.0,56.25,36.02,20.27,18.01,2026.56,50,0.25
2708709,730.0,217.0,54.25,36.68,19.9,18.34,1989.94,50,0.25
2708831,26645.0,131.2,32.8,285.02,93.48,142.51,9348.33,50,0.25
2708857,15.93,10.71,2.6775,24.39,0.65,12.2,65.17,50,0.25
2710037,365.0,0.0,0.0,,,,,50,0.25
2710097,14600.0,0.0,0.0,,,,,50,0.25
2710184,1095.0,24.76,6.19,133.0,8.23,66.5,823.14,50,0.25
2710185,1460.0,18.53,4.6325,177.53,8.22,88.76,822.18,50,0.25
2710191,52560.0,74.6,18.65,530.87,99.01,265.44,9900.96,50,0.25
2711,14600.0,0.63,0.1575,3044.64,4.8,1522.32,479.77,50,0.25
2711562,1460.0,0.0,0.0,,,,,50,0.25
2717790,2555.0,0.0,0.0,,,,,50,0.25
2717800,730.0,0.0,0.0,,,,,50,0.25
2717802,3650.0,0.0,0.0,,,,,50,0.25
2719403,5110.0,0.0,0.0,,,,,50,0.25
2720364,235.04,104.10636363636364,26.0266,30.05,7.82,15.02,781.92,50,0.25
2720368,507.94,26.38590909090909,6.5965,87.75,5.79,43.88,578.95,50,0.25
2720369,141.29,0.0,0.0,,,,,50,0.25
2720370,1095.0,81.85,20.4625,73.15,14.97,36.58,1497.02,50,0.25
2721901,730.0,0.0,0.0,,,,,50,0.25
2721906,730.0,0.0,0.0,,,,,50,0.25
2722471,1460.0,0.0,0.0,,,,,50,0.25
2722476,1460.0,0.0,0.0,,,,,50,0.25
2722641,730.0,0.0,0.0,,,,,50,0.25
2722642,730.0,0.0,0.0,,,,,50,0.25
2722650,1460.0,0.0,0.0,,,,,50,0.25
2722653,1460.0,0.0,0.0,,,,,50,0.25
2722654,1460.0,0.0,0.0,,,,,50,0.25
2722655,1460.0,0.0,0.0,,,,,50,0.25
2722656,1460.0,0.0,0.0,,,,,50,0.25
2722660,730.0,0.0,0.0,,,,,50,0.25
2722661,730.0,0.0,0.0,,,,,50,0.25
2722664,730.0,0.0,0.0,,,,,50,0.25
2722665,730.0,0.0,0.0,,,,,50,0.25
2722666,730.0,0.0,0.0,,,,,50,0.25
2722667,730.0,0.0,0.0,,,,,50,0.25
2722669,730.0,0.0,0.0,,,,,50,0.25
2722671,730.0,0.0,0.0,,,,,50,0.25
2723254,2920.0,0.0,0.0,,,,,50,0.25
2723264,1460.0,0.0,0.0,,,,,50,0.25
2723265,1460.0,0.0,0.0,,,,,50,0.25
2723266,1460.0,0.0,0.0,,,,,50,0.25
2723267,1460.0,0.0,0.0,,,,,50,0.25
2723268,1460.0,0.0,0.0,,,,,50,0.25
2723269,1460.0,0.0,0.0,,,,,50,0.25
2723271,730.0,0.0,0.0,,,,,50,0.25
2723272,730.0,0.0,0.0,,,,,50,0.25
2723277,730.0,0.0,0.0,,,,,50,0.25
2723278,730.0,0.0,0.0,,,,,50,0.25
2723279,1460.0,0.0,0.0,,,,,50,0.25
2723281,1460.0,0.0,0.0,,,,,50,0.25
2726721,365.0,7090.44,1772.61,4.54,80.4,2.27,8043.82,50,0.25
2730059,406.13,70.61181818181818,17.653,47.96,8.47,23.98,846.82,50,0.25
2730061,730.0,0.0,0.0,,,,,50,0.25
2730746,1095.0,0.0,0.0,,,,,50,0.25
2730752,730.0,0.0,0.0,,,,,50,0.25
2730816,1460.0,0.0,0.0,,,,,50,0.25
2730908,1095.0,0.0,0.0,,,,,50,0.25
273092,365.0,379.44,94.86,19.62,18.6,9.81,1860.58,50,0.25
2731096,730.0,0.0,0.0,,,,,50,0.25
2731097,730.0,0.0,0.0,,,,,50,0.25
2731206,365.0,0.0,0.0,,,,,50,0.25
2731234,365.0,0.0,0.0,,,,,50,0.25
2731256,1095.0,0.0,0.0,,,,,50,0.25
2731340,730.0,0.0,0.0,,,,,50,0.25
2740125,77.08,7.093333333333333,1.7733,65.93,1.17,32.97,116.97,50,0.25
2740137,36500.0,0.0,0.0,,,,,50,0.25
2740140,1577.6,2.68,0.67,485.24,3.25,242.62,325.06,50,0.25
2740165,285.9,5.01,1.2525,151.08,1.89,75.54,189.11,50,0.25
2740355,301.3,3.1127777777777776,0.7782,196.77,1.53,98.38,153.06,50,0.25
2740363,18250.0,0.0,0.0,,,,,50,0.25
2740380,7300.0,0.0,0.0,,,,,50,0.25
2740390,123.69,1.2757142857142856,0.3189,196.94,0.63,98.47,62.9,50,0.25
2740517,730.0,0.0,0.0,,,,,50,0.25
2740918,337.79,2.17,0.5425,249.53,1.35,124.76,135.18,50,0.25
2741339,365.0,94.55,23.6375,39.3,9.29,19.65,928.98,50,0.25
274202665071,365.0,91.99,22.9975,39.84,9.16,19.92,916.11,50,0.25
2743253,1898.0,5.761176470588235,1.4403,363.01,5.23,181.5,522.91,50,0.25
2743259,192.44,10.06,2.515,87.47,2.2,43.74,220.01,50,0.25
2743268,13687.5,8.01,2.0025,826.75,16.56,413.38,1655.79,50,0.25
2744226,730.0,0.0,0.0,,,,,50,0.25
2745140,2555.0,209.0,52.25,69.93,36.54,34.97,3654.18,50,0.25
2750172,650.0,3.58,0.895,269.49,2.41,134.74,241.09,50,0.25
2750597,2084.74,12.470769230769232,3.1177,258.59,8.06,129.29,806.09,50,0.25
2750608,1825.0,135.93,33.9825,73.28,24.9,36.64,2490.12,50,0.25
2750629,228.9,6.04,1.51,123.12,1.86,61.56,185.96,50,0.25
2750635,636.51,0.42999999999999994,0.1075,769.48,0.83,384.74,82.86,50,0.25
2750754,2474.58,0.0,0.0,,,,,50,0.25
275491,1095.0,55.44,13.86,88.88,12.32,44.44,1231.94,50,0.25
2756800,365.0,8331.12,2082.78,4.19,87.11,2.1,8729.34,50,0.25
276065,365.0,411.34,102.835,18.84,19.37,9.42,1937.21,50,0.25
2767153,365.0,350.46,87.615,20.41,17.88,10.2,1787.67,50,0.25
2770570,365.0,0.0,0.0,,,,,50,0.25
2771020,365.0,23.09,5.7725,79.52,4.59,39.76,459.01,50,0.25
277169,730.0,985.0,246.25,17.22,42.39,8.61,4239.71,50,0.25
2780-0010,4.58,50.6708325,12.6677,6.01,0.76,3.0,76.0,50,0.25
2780156,159.79,64.01,16.0025,31.6,5.06,15.8,505.84,50,0.25
2780218,543.4,98.197,24.5492,47.05,11.55,23.52,1154.9,50,0.25
27805,4.72,1439.3,359.825,1.15,4.1,0.57,410.1,50,0.25
2780637,754.72,0.41083333333333333,0.1027,857.25,0.88,428.62,88.02,50,0.25
2781036,3650.0,174.0,43.5,91.6,39.85,45.8,3984.8,50,0.25
2781590,365.0,0.01,0.0025,3820.99,0.1,1910.5,9.78,50,0.25
2782398,2190.0,1030.56,257.64,29.16,75.1,14.58,7511.39,50,0.25
2783909,730.0,127.62,31.905,47.83,15.26,23.92,1526.17,50,0.25
2784065,730.0,0.01,0.0025,5403.7,0.14,2701.85,13.75,50,0.25
27844,730.0,209.53,52.3825,37.33,19.56,18.66,1955.46,50,0.25
2784485,2190.0,0.0,0.0,,,,,50,0.25
2788671,1460.0,0.0,0.0,,,,,50,0.25
2789507,730.0,0.0,0.0,,,,,50,0.25
2789927,1095.0,0.0,0.0,,,,,50,0.25
2790005,18250.0,16.47,4.1175,665.76,27.41,332.88,2741.13,50,0.25
2790017,146000.0,1.74,0.435,5793.38,25.2,2896.69,2520.06,50,0.25
2790020,10950.0,12.08,3.02,602.15,18.18,301.08,1818.26,50,0.25
2790485,361.41,7.966666666666667,1.9917,134.71,2.68,67.36,268.16,50,0.25
2790530,884.21,12.334999999999999,3.0837,169.33,5.22,84.66,522.07,50,0.25
2790642,2555.0,0.0,0.0,,,,,50,0.25
2790746,15.23,229.525,57.3812,5.15,2.96,2.58,296.04,50,0.25
2790821,1460.0,0.0,0.0,,,,,50,0.25
2790828,1460.0,0.0,0.0,,,,,50,0.25
2790836,730.0,0.0,0.0,,,,,50,0.25
2790839,730.0,0.0,0.0,,,,,50,0.25
2790840,365.0,0.0,0.0,,,,,50,0.25
2790984,89.65,34.92,8.73,32.05,2.8,16.02,279.85,50,0.25
2795576,4380.0,7.69,1.9225,477.31,9.18,238.66,917.82,50,0.25
27958,365.0,35.0,8.75,64.59,5.65,32.3,565.12,50,0.25
2798K211,1460.0,92.68,23.17,79.38,18.39,39.69,1839.12,50,0.25
27B423-025,365.0,2709.0,677.25,7.34,49.73,3.67,4972.01,50,0.25
27L566,730.0,9.57,2.3925,174.68,4.18,87.34,417.96,50,0.25
28-0197,365.0,5.95,1.4875,156.65,2.33,78.32,233.0,50,0.25
2800P040187,365.0,21.0,5.25,83.38,4.38,41.69,437.87,50,0.25
2800P040562,365.0,21.0,5.25,83.38,4.38,41.69,437.87,50,0.25
2803P0425000,365.0,94.0,23.5,39.41,9.26,19.7,925.95,50,0.25
2810D040199,365.0,40.0,10.0,60.42,6.04,30.21,604.1,50,0.25
2810D040593K,365.0,25.5,6.375,75.67,4.82,37.84,482.23,50,0.25
2811405,365.0,3188.93,797.2325,6.77,53.91,3.38,5390.15,50,0.25
2813D042531K,365.0,78.0,19.5,43.26,8.44,21.63,843.78,50,0.25
2815K4,730.0,2.08,0.52,374.68,1.95,187.34,194.92,50,0.25
2815K5,730.0,0.92,0.23,563.37,1.3,281.68,129.79,50,0.25
2815K85,730.0,8.45,2.1125,185.89,3.93,92.94,392.84,50,0.25
28203491,1825.0,78.75,19.6875,96.28,18.96,48.14,1895.76,50,0.25
282076,730.0,276.31,69.0775,32.51,22.45,16.26,2245.7,50,0.25
282077,730.0,113.29,28.3225,50.77,14.38,25.38,1437.83,50,0.25
282105,1460.0,14.47,3.6175,200.9,7.27,100.45,726.88,50,0.25
2832N35,1825.0,14.16,3.54,227.05,8.04,113.52,803.86,50,0.25
2846336,365.0,748.8,187.2,13.96,26.15,6.98,2614.16,50,0.25
2846348,365.0,1135.57,283.8925,11.34,32.19,5.67,3219.17,50,0.25
2846362,365.0,951.39,237.8475,12.39,29.46,6.2,2947.65,50,0.25
28533,365.0,529.99,132.4975,16.6,21.99,8.3,2199.23,50,0.25
28622,1460.0,58.0,14.5,100.34,14.55,50.17,1454.96,50,0.25
2867T129,365.0,9.52,2.38,123.84,2.95,61.92,294.87,50,0.25
28682,1460.0,72.0,18.0,90.06,16.21,45.03,1621.04,50,0.25
28682/622AV,1460.0,41.0,10.25,119.35,12.23,59.68,1223.22,50,0.25
2868T71,3285.0,2.65,0.6625,704.17,4.67,352.08,466.75,50,0.25
287016,36500.0,2.94,0.735,2228.45,16.38,1114.22,1637.95,50,0.25
287016B,194.98,3.21,0.8025,155.87,1.25,77.94,125.05,50,0.25
287170,44.8,38.693333333333335,9.6733,21.52,2.08,10.76,208.08,50,0.25
287170-36,198.46,40.029999999999994,10.0075,44.53,4.46,22.26,445.77,50,0.25
287170-36-HEPA FILTER,18250.0,40.3,10.075,425.61,42.88,212.8,4287.96,50,0.25
28758-LEGR,730.0,16.74,4.185,132.07,5.53,66.04,552.88,50,0.25
2877T27,730.0,26.69,6.6725,104.6,6.98,52.3,697.97,50,0.25
2877T28,730.0,27.94,6.985,102.23,7.14,51.12,714.07,50,0.25
2877T811,730.0,11.49,2.8725,159.42,4.58,79.71,457.97,50,0.25
2880078,13.98,470.095,117.5238,3.45,4.05,1.72,404.64,50,0.25
2880854,11.38,662.29,165.5725,2.62,4.34,1.31,433.9,50,0.25
2880896,365.0,0.0,0.0,,,,,50,0.25
2880897,365.0,0.0,0.0,,,,,50,0.25
2880898,365.0,0.0,0.0,,,,,50,0.25
2881391,455.12,19.03,4.7575,97.81,4.65,48.9,465.14,50,0.25
2881410,1460.0,0.0,0.0,,,,,50,0.25
2881464,52.9,0.0,0.0,,,,,50,0.25
2881686,56.15,0.0,0.0,,,,,50,0.25
2881691,60.83,0.0,0.0,,,,,50,0.25
2881841,730.0,0.0,0.0,,,,,50,0.25
2881961,1095.0,0.0,0.0,,,,,50,0.25
2882665,730.0,0.0,0.0,,,,,50,0.25
2882669,365.0,0.0,0.0,,,,,50,0.25
2882671,365.0,0.0,0.0,,,,,50,0.25
2882672,365.0,0.0,0.0,,,,,50,0.25
2882730,730.0,0.0,0.0,,,,,50,0.25
2883601,7300.0,8.85,2.2125,574.41,12.71,287.2,1270.93,50,0.25
2883783,70.38,88.076,22.019,17.88,3.94,8.94,393.85,50,0.25
2883889,307.37,171.33,42.8325,26.79,11.47,13.4,1147.46,50,0.25
2885053,730.0,0.0,0.0,,,,,50,0.25
288765,98.75,13.051666666666668,3.2629,55.01,1.8,27.5,179.73,50,0.25
288931,2920.0,334.8,83.7,59.06,49.44,29.53,4943.66,50,0.25
289142,14600.0,54.08,13.52,328.62,44.43,164.31,4442.97,50,0.25
289793,7300.0,10.8,2.7,519.97,14.04,259.98,1403.95,50,0.25
29-0990h,365.0,79.95,19.9875,42.73,8.54,21.36,853.93,50,0.25
29-4R12-0,730.0,89.8,22.45,57.02,12.8,28.51,1280.05,50,0.25
29-4T12-00DM,10.67,270.975,67.7438,3.97,2.69,1.98,268.63,50,0.25
290460,2190.0,37.43,9.3575,152.98,14.32,76.49,1431.76,50,0.25
2907730,730.0,1183.68,295.92,15.71,46.47,7.86,4649.43,50,0.25
2907T66,1460.0,5.17,1.2925,336.09,4.34,168.04,434.19,50,0.25
29100441,365.0,205.7,51.425,26.64,13.7,13.32,1369.98,50,0.25
29246,1095.0,8.1,2.025,232.54,4.71,116.27,470.95,50,0.25
292754,9125.0,2147.38,536.845,41.23,221.32,20.62,22135.74,50,0.25
2930268,1460.0,73.35,18.3375,89.23,16.36,44.62,1636.22,50,0.25
2940009,7300.0,10.0,2.5,540.37,13.51,270.18,1350.95,50,0.25
2940013,19.7,0.8117166666666668,0.2029,98.54,0.2,49.27,20.0,50,0.25
2940014,11.68,1.8199999999999998,0.455,50.67,0.23,25.34,23.03,50,0.25
29497,730.0,568.12,142.03,22.67,32.2,11.34,3220.62,50,0.25
2960294,4015.0,0.0,0.0,,,,,50,0.25
2960310,730.0,35.7,8.925,90.44,8.07,45.22,807.09,50,0.25
2961105,730.0,15.94,3.985,135.35,5.39,67.68,539.2,50,0.25
296765,730.0,359.8,89.95,28.49,25.62,14.24,2561.89,50,0.25
29734,730.0,304.0,76.0,30.99,23.56,15.5,2356.0,50,0.25
2976596,1460.0,0.86,0.215,824.06,1.77,412.03,177.09,50,0.25
29778,365.0,1751.0,437.75,9.13,39.98,4.57,3999.52,50,0.25
2980022,3650.0,1.7,0.425,926.73,3.94,463.36,393.93,50,0.25
2990108,1460.0,0.0,0.0,,,,,50,0.25
2994T27,1825.0,38.71,9.6775,137.33,13.29,68.67,1329.05,50,0.25
2994T61,730.0,71.67,17.9175,63.83,11.44,31.92,1143.93,50,0.25
