PartNum,annual_demand,avg_unit_cost,holding_cost_per_unit,eoq,orders_per_year,avg_cycle_stock,total_annual_cost,ordering_cost_assumption,holding_cost_rate
Q741110041-3,83.65,1842.7605454545455,460.6901,4.26,19.64,2.13,1963.27,50,0.25
Q741110041-6,35.54,618.6022033898305,154.6506,4.79,7.42,2.4,742.16,50,0.25
Q741110041-7,2002755.0,0.8952,0.2238,29914.65,66.95,14957.32,6694.95,50,0.25
Q741110041-8,25692.81,1.4159491666666666,0.354,2694.04,9.54,1347.02,953.85,50,0.25
Q741110041-8-REM,2808.45,4.434407272727273,1.1086,503.32,5.58,251.66,557.99,50,0.25
Q741110041-9,88.29,1255.9575,313.9894,5.3,16.66,2.65,1665.07,50,0.25
Q74111005-4,60.41,962.1630864197532,240.5408,5.01,12.06,2.5,1204.35,50,0.25
Q741110062-11,730.0,2707.33,676.8325,10.39,70.26,5.2,7032.53,50,0.25
Q741110062-4,125.9,2182.0812,545.5203,4.8,26.23,2.4,2620.75,50,0.25
Q741110062-5,15.7,2432.2,608.05,1.61,9.75,0.8,973.94,50,0.25
Q741110062-5-REM,11680.0,16.63,4.1575,530.04,22.04,265.02,2203.82,50,0.25
Q741110062-6,88.78,2775.0729310344827,693.7682,3.58,24.8,1.79,2481.85,50,0.25
Q741110062-8,9.36,1020.45,255.1125,1.92,4.88,0.96,488.91,50,0.25
Q741110062-9,365.0,548.82,137.205,16.31,22.38,8.15,2237.22,50,0.25
Q741110088,11680.0,25.7281,6.432,426.14,27.41,213.07,2740.97,50,0.25
Q741110088-10,15.87,4823.405000000001,1205.8513,1.15,13.8,0.57,1377.34,50,0.25
Q741110088-4,51.35,4091.550505050505,1022.8876,2.24,22.92,1.12,2291.63,50,0.25
Q741110088-4-REM,46840.45,29.68,7.42,794.53,58.95,397.26,5895.17,50,0.25
Q741110088-7,10.05,1425.95,356.4875,1.68,5.98,0.84,598.45,50,0.25
Q741110088-8,8.98,3583.3058333333333,895.8265,1.0,8.98,0.5,896.91,50,0.25
Q741110088-8-REM,128.07,24.58956,6.1474,45.64,2.81,22.82,280.78,50,0.25
Q741110088-9,730.0,3602.22,900.555,9.0,81.11,4.5,8108.0,50,0.25
Q74111010-1,13.24,5507.4742857142855,1376.8686,0.98,13.51,0.49,1350.17,50,0.25
Q74111010-2,44.63,6280.131,1570.0328,1.69,26.41,0.84,2639.33,50,0.25
Q74111010-3,4.42,4192.93375,1048.2334,0.65,6.8,0.32,675.43,50,0.25
Q74111010-3-REM,961.49,50.28044,12.5701,87.46,10.99,43.73,1099.19,50,0.25
Q741110162-2,365.0,8624.88,2156.22,4.11,88.81,2.06,8882.31,50,0.25
Q741110162-4,15.06,6372.914,1593.2285,0.97,15.53,0.48,1541.25,50,0.25
Q741110162-4-REM,935.25,58.65285,14.6632,79.86,11.71,39.93,1171.0,50,0.25
Q741110162-5,14.6,6205.023111111111,1551.2558,0.97,15.05,0.48,1497.1,50,0.25
Q741110162-5-REM,214.97,48.314049999999995,12.0785,42.19,5.1,21.1,509.86,50,0.25
Q74111020-3,2.64,7781.241666666666,1945.3104,0.37,7.14,0.18,707.16,50,0.25
Q74111020-3-REM,231.39,80.77792333333333,20.1945,33.85,6.84,16.92,683.69,50,0.25
Q74111020-4,730.0,7865.53,1966.3825,6.09,119.87,3.04,11971.3,50,0.25
Q74111020-5,365.0,1747.95,436.9875,9.14,39.93,4.57,3993.53,50,0.25
Q74111020-6,58400.0,80.98,20.245,537.09,108.73,268.54,10873.09,50,0.25
Q74111020-6REM,3603.01,86.965,21.7412,128.73,27.99,64.36,2798.76,50,0.25
Q74111021-2,11.81,7637.7865,1909.4466,0.79,14.95,0.4,1511.28,50,0.25
Q74111021-2-REM,58400.0,42.57743,10.6444,740.71,78.84,370.36,7884.26,50,0.25
Q74111021-4,8.2,5286.836666666667,1321.7092,0.79,10.38,0.4,1047.68,50,0.25
Q74111021-4-REM,131.24,36.715333333333334,9.1788,37.81,3.47,18.9,346.98,50,0.25
Q74111021-5,8.55,6812.39,1703.0975,0.71,12.04,0.36,1215.12,50,0.25
Q741110249-2-REM,3347.05,141.757,35.4392,97.18,34.44,48.59,3443.99,50,0.25
Q741110249-3,730.0,9050.445,2262.6112,5.68,128.52,2.84,12851.82,50,0.25
Q741110249-3-REM,11680.0,62.7778,15.6944,272.8,42.82,136.4,4281.72,50,0.25
Q74111028-1-REM,104.31,114.07147499999999,28.5179,19.13,5.45,9.56,545.13,50,0.25
Q741110324,11680.0,88.459,22.1148,229.82,50.82,114.91,5082.21,50,0.25
Q741110324-2,1.1,5227.31,1306.8275,0.29,3.79,0.14,372.46,50,0.25
Q741110324-2-REM,101.97,120.71535555555556,30.1788,18.38,5.55,9.19,554.84,50,0.25
Q744110031,80467.9,3.66,0.915,2965.52,27.13,1482.76,2713.23,50,0.25
Q744110031-2,90.86,1254.2977530864198,313.5744,5.38,16.89,2.69,1688.02,50,0.25
Q744110031-4,775.38,183.91242849604222,45.9781,41.07,18.88,20.54,1888.39,50,0.25
Q744110042,405.36,31.6738,7.9184,71.55,5.67,35.78,566.82,50,0.25
Q744110042-2,79.66,974.540151968504,243.635,5.72,13.93,2.86,1393.3,50,0.25
Q744110042-4,1032.76,195.671821888412,48.918,45.95,22.48,22.98,2248.14,50,0.25
Q744110042-5,7.8,1249.858181818182,312.4645,1.58,4.94,0.79,493.85,50,0.25
Q744110042-6,79.35,266.481,66.6202,10.91,7.27,5.46,727.25,50,0.25
Q744110066,3540.5,7.28,1.82,441.06,8.03,220.53,802.86,50,0.25
Q744110066-1,38.26,2362.9219855072465,590.7305,2.54,15.06,1.27,1503.23,50,0.25
Q744110066-3,232.14,294.33832509652507,73.5846,17.76,13.07,8.88,1306.93,50,0.25
Q744110082-3,257.0,391.6556883116883,97.9139,16.2,15.86,8.1,1586.1,50,0.25
Q744110082-7,4.12,2444.928,611.232,0.82,5.02,0.41,501.61,50,0.25
Q744110104-2,24.9,606.3379069767442,151.5845,4.05,6.15,2.02,613.7,50,0.25
Q744110104-3,14.6,2598.7775,649.6944,1.5,9.73,0.75,973.77,50,0.25
Q74411012-4,12.74,1714.3380416666666,428.5845,1.72,7.41,0.86,739.08,50,0.25
Q74411012-5,365.0,3332.68,833.17,6.62,55.14,3.31,5514.79,50,0.25
Q744110204-3,365.0,1638.24,409.56,9.44,38.67,4.72,3866.62,50,0.25
Q744110204-3-REM,152.04,42.1255,10.5314,38.0,4.0,19.0,400.1,50,0.25
Q74411028,4865.45,51.39,12.8475,194.6,25.0,97.3,2500.06,50,0.25
Q74411040,23360.0,89.22,22.305,323.62,72.18,161.81,7218.17,50,0.25
Q74411040-1-REM,93.23,102.83994090909091,25.71,19.04,4.9,9.52,489.76,50,0.25
Q74411040-2,10.7,2180.8629,545.2157,1.4,7.64,0.7,763.65,50,0.25
Q74411040-2-REM,119.49,81.19007777777777,20.2975,24.26,4.93,12.13,492.71,50,0.25
Q74411048-1-REM,293.95,86.55396666666667,21.6385,36.86,7.97,18.43,797.3,50,0.25
Q74411069-1,13.61,1402.8092727272726,350.7023,1.97,6.91,0.98,689.19,50,0.25
Q74411069-1-REM,859.41,34.07985,8.52,100.43,8.56,50.22,855.87,50,0.25
Q74411069-2,365.0,2204.91,551.2275,8.14,44.84,4.07,4485.5,50,0.25
Q74411069-3,2.58,6051.63,1512.9075,0.41,6.29,0.2,617.08,50,0.25
Q74411069-3-REM,34784.5,33.6936,8.4234,642.61,54.13,321.3,5412.94,50,0.25
Q762096150,837.42,0.93,0.2325,600.15,1.4,300.08,139.77,50,0.25
Q762162220,2387.41,1.0305666666666666,0.2576,962.7,2.48,481.35,248.0,50,0.25
Q762197300,15777.02,0.8905888888888889,0.2226,2662.26,5.93,1331.13,592.81,50,0.25
QS63XXY24,2920.0,7.54,1.885,393.58,7.42,196.79,741.95,50,0.25
QSOLK-00045-1,365.0,810.0,202.5,13.43,27.18,6.72,2719.8,50,0.25
QUOTE # 2024-S6965 R1,365.0,82832.0,20708.0,1.33,274.44,0.66,27389.28,50,0.25
QUOTE # 23669,365.0,17201.76,4300.44,2.91,125.43,1.46,12550.14,50,0.25
QUOTE # 23671,365.0,39290.02,9822.505,1.93,189.12,0.96,18885.6,50,0.25
QUOTE # 23673,365.0,15022.5,3755.625,3.12,116.99,1.56,11708.28,50,0.25
QUOTE # 23979,365.0,10534.91,2633.7275,3.72,98.12,1.86,9804.73,50,0.25
QUOTE # 240110,365.0,7564.0,1891.0,4.39,83.14,2.19,8298.29,50,0.25
QUOTE # 240122,16.22,6954.0,1738.5,0.97,16.72,0.48,1670.48,50,0.25
QUOTE # 240124,16.22,9508.0,2377.0,0.83,19.54,0.42,1975.34,50,0.25
QUOTE # JB5078,730.0,0.0,0.0,,,,,50,0.25
QUOTE 240110,365.0,7564.0,1891.0,4.39,83.14,2.19,8298.29,50,0.25
QUOTE 250118,365.0,6719.0,1679.75,4.66,78.33,2.33,7830.32,50,0.25
QUOTE 305624,365.0,400.0,100.0,19.1,19.11,9.55,1910.5,50,0.25
QUOTE# 14010,365.0,6019.0,1504.75,4.93,74.04,2.46,7403.68,50,0.25
Quote 13864086,365.0,9825.0,2456.25,3.85,94.81,1.92,9456.5,50,0.25
Quote 14208,365.0,6933.14,1733.285,4.59,79.52,2.3,7962.56,50,0.25
Quote 240714,365.0,1703.0,425.75,9.26,39.42,4.63,3942.22,50,0.25
Quote 250341,365.0,379.0,94.75,19.63,18.59,9.82,1859.95,50,0.25
Quote 305564,365.0,689.4,172.35,14.55,25.09,7.28,2509.21,50,0.25
Quote 305714,365.0,400.0,100.0,19.1,19.11,9.55,1910.5,50,0.25
Quote 305721,365.0,1483.52,370.88,9.92,36.79,4.96,3679.06,50,0.25
Quote 305773,365.0,3115.33,778.8325,6.85,53.28,3.42,5327.61,50,0.25
Quote P13939,365.0,63039.32,15759.83,1.52,240.13,0.76,23983.97,50,0.25
Quote Reference# CTS-582574,365.0,23900.0,5975.0,2.47,147.77,1.24,14797.5,50,0.25
Quote# 13623,365.0,3198.94,799.735,6.76,53.99,3.38,5402.6,50,0.25
Quote# 4878,365.0,1783.7,445.925,9.05,40.33,4.53,4036.54,50,0.25
Quote#S007644558,365.0,198.7,49.675,27.11,13.46,13.56,1346.59,50,0.25
R Panels,21900.0,77.0,19.25,337.29,64.93,168.64,6492.82,50,0.25
R&O Turbine Oil ISO 68,7300.0,10.92,2.73,517.11,14.12,258.56,1411.87,50,0.25
R00513,11.25,95.44,23.86,6.87,1.64,3.44,164.08,50,0.25
R00574,3650.0,8.5,2.125,414.45,8.81,207.22,880.84,50,0.25
R00580,3650.0,8.5,2.125,414.45,8.81,207.22,880.84,50,0.25
R00715,365.0,46.26,11.565,56.18,6.5,28.09,649.86,50,0.25
R02439,365.0,322.42,80.605,21.28,17.15,10.64,1715.14,50,0.25
R03279,365.0,433.0,108.25,18.36,19.88,9.18,1987.74,50,0.25
R03280,365.0,244.0,61.0,24.46,14.92,12.23,1492.03,50,0.25
R03331,365.0,1213.29,303.3225,10.97,33.27,5.48,3325.71,50,0.25
R04194,7300.0,0.23,0.0575,3563.1,2.05,1781.55,204.94,50,0.25
R04651,35.0,109.33,27.3325,11.32,3.09,5.66,309.2,50,0.25
R05331,730.0,1154.33,288.5825,15.9,45.91,7.95,4589.73,50,0.25
R09663,730.0,26.43,6.6075,105.11,6.95,52.56,694.79,50,0.25
R18021A04,365.0,4650.0,1162.5,5.6,65.18,2.8,6514.0,50,0.25
R1883537,7300.0,0.79,0.1975,1922.55,3.8,961.28,379.85,50,0.25
R360-2394,365.0,3800.0,950.0,6.2,58.87,3.1,5888.5,50,0.25
R4-11I,365.0,13755.0,3438.75,3.26,111.96,1.63,11203.16,50,0.25
R63496,365.0,14.64,3.66,99.86,3.66,49.93,365.74,50,0.25
R6485288,2190.0,0.89,0.2225,992.1,2.21,496.05,220.87,50,0.25
R746HD,365.0,1075.0,268.75,11.65,31.33,5.82,3130.62,50,0.25
R753201,365.0,511.32,127.83,16.9,21.6,8.45,2160.16,50,0.25
R7849A1023,365.0,282.99,70.7475,22.71,16.07,11.36,1607.19,50,0.25
R900341363,2.88,450.45,112.6125,1.6,1.8,0.8,180.09,50,0.25
R917012707,18.96,97.95,24.4875,8.8,2.15,4.4,215.24,50,0.25
R917012714,18.96,175.54500000000002,43.8863,6.57,2.89,3.28,288.45,50,0.25
R927AY,365.0,99.0,24.75,38.4,9.51,19.2,950.7,50,0.25
RA101S30,730.0,176.69,44.1725,40.65,17.96,20.32,1795.59,50,0.25
RA615TC,730.0,7.25,1.8125,200.69,3.64,100.34,363.87,50,0.25
RACO 232,4380.0,4.72,1.18,609.25,7.19,304.62,718.95,50,0.25
RAD-KEY-A126,1460.0,11.0,2.75,230.41,6.34,115.2,633.8,50,0.25
RADIO PROGRAMMING,3650.0,40.0,10.0,191.05,19.1,95.52,1910.2,50,0.25
RASU190110BK1,365.0,60.0,15.0,49.33,7.4,24.66,739.9,50,0.25
RBR 51749-AAI,5840.0,7.2,1.8,569.6,10.25,284.8,1025.14,50,0.25
"RBT Pendant Repair, Q# 305386",365.0,400.0,100.0,19.1,19.11,9.55,1910.5,50,0.25
RC234-0500,730.0,51.82,12.955,75.07,9.72,37.53,972.2,50,0.25
RE-480,365.0,28.79,7.1975,71.21,5.13,35.6,512.73,50,0.25
RECYCLED,255500.0,2.75,0.6875,6096.2,41.91,3048.1,4191.07,50,0.25
REGAL,365.0,712.55,178.1375,14.31,25.51,7.16,2550.96,50,0.25
REGAL NA2G,365.0,149.89,37.4725,31.21,11.69,15.6,1169.07,50,0.25
REGCUT,1460.0,648.69,162.1725,30.0,48.67,15.0,4866.09,50,0.25
REGCUT 073453MS,1825.0,31.12,7.78,153.16,11.92,76.58,1191.79,50,0.25
REGO-FIX 2613.21691,730.0,264.55,66.1375,33.22,21.97,16.61,2197.04,50,0.25
REGRIND TOOLING,365.0,445.01,111.2525,18.11,20.15,9.06,2015.45,50,0.25
REMOTE INSTALL,365.0,75.0,18.75,44.12,8.27,22.06,827.12,50,0.25
REN03863,730.0,16.56,4.14,132.79,5.5,66.4,549.9,50,0.25
RENEWAL - SOLIDWORK CONTRI,1460.0,998.0,249.5,24.19,60.36,12.1,6036.95,50,0.25
RENEWAL - SOLIDWORKS,365.0,40755.0,10188.75,1.89,193.12,0.94,19233.42,50,0.25
REP 572U,1460.0,94.11,23.5275,78.78,18.53,39.39,1853.25,50,0.25
REP 777SD,365.0,312.0,78.0,21.63,16.87,10.82,1687.46,50,0.25
REPAIR GAS,3285.0,95.66666666666667,23.9167,117.2,28.03,58.6,2803.02,50,0.25
REPAIR MFR,2190.0,141.95333333333335,35.4883,78.56,27.88,39.28,2787.98,50,0.25
REPAIR TOOL,365.0,2618.85,654.7125,7.47,48.86,3.74,4891.62,50,0.25
REPAIR TOOLS,365.0,2165.77,541.4425,8.21,44.46,4.11,4448.33,50,0.25
REPAIRED TOOL,365.0,3155.61,788.9025,6.8,53.68,3.4,5366.27,50,0.25
REPLACEMENT GGE,365.0,331.07,82.7675,21.0,17.38,10.5,1738.06,50,0.25
REPORT COVERS,365.0,9.99,2.4975,120.89,3.02,60.44,301.95,50,0.25
REQUEST 1872794,365.0,1391.0,347.75,10.25,35.61,5.12,3560.98,50,0.25
RESHARP DRILL BIT,365.0,66.67,16.6675,46.8,7.8,23.4,780.02,50,0.25
RESHARP DRILL BITS,365.0,581.19,145.2975,15.85,23.03,7.92,2302.26,50,0.25
RESHARPENED DRILL BITS,365.0,2662.1,665.525,7.41,49.26,3.7,4925.44,50,0.25
REULAND motor service,365.0,2322.95,580.7375,7.93,46.03,3.96,4601.22,50,0.25
REV300TH,365.0,215.99,53.9975,26.0,14.04,13.0,1403.97,50,0.25
REVBX9C-L,365.0,39.5,9.875,60.8,6.0,30.4,600.2,50,0.25
REVCO  214CS,365.0,67.32,16.83,46.57,7.84,23.28,783.8,50,0.25
REVCO  BXRB9C,365.0,27.87,6.9675,72.38,5.04,36.19,504.15,50,0.25
REVCO  FRB930CBS,2.35,45.55,11.3875,4.54,0.52,2.27,51.85,50,0.25
REVCO 214CS,4.29,67.32,16.83,5.05,0.85,2.52,84.91,50,0.25
REVCO 30WC,365.0,97.38,24.345,38.72,9.43,19.36,942.82,50,0.25
REVCO BX9C,365.0,39.5,9.875,60.8,6.0,30.4,600.2,50,0.25
REVCO BX9C  EXTRA LARGE,365.0,31.29,7.8225,68.31,5.34,34.16,534.22,50,0.25
REVCO BXRB9C,3.45,28.41,7.1025,6.97,0.49,3.48,49.22,50,0.25
REVCO FRB930CBS,4.82,43.6725,10.9181,6.64,0.73,3.32,72.75,50,0.25
RF-T00010649,365.0,366.42,91.605,19.96,18.29,9.98,1828.72,50,0.25
RF-T00010926,365.0,492.42,123.105,17.22,21.2,8.61,2119.93,50,0.25
RF-T00011153,365.0,529.83,132.4575,16.6,21.99,8.3,2198.9,50,0.25
RF-T00011282,365.0,1458.49,364.6225,10.01,36.46,5.0,3646.11,50,0.25
RFJJKEY,365.0,14.99,3.7475,98.69,3.7,49.34,369.9,50,0.25
RFN0118146.02,365.0,2917.29,729.3225,7.07,51.63,3.54,5163.3,50,0.25
RK-25,48.67,40.25,10.0625,21.99,2.21,11.0,221.19,50,0.25
RL2,1095.0,18.76,4.69,152.8,7.17,76.4,716.82,50,0.25
RLM61001A,1460.0,158.4,39.6,60.72,24.04,30.36,2404.26,50,0.25
ROCKER CHANNEL DIE,365.0,14656.0,3664.0,3.16,115.51,1.58,11564.62,50,0.25
ROTATING CALENDARS,730.0,26.0,6.5,105.98,6.89,52.99,688.94,50,0.25
ROW PRODUCT DEVELOPMENT,1095.0,50000.0,12500.0,2.96,369.93,1.48,36996.5,50,0.25
ROYLCO 44227 QG-65,365.0,398.94,99.735,19.13,19.08,9.56,1907.47,50,0.25
ROYLCP 10215 5MT,365.0,1289.03,322.2575,10.64,34.3,5.32,3429.41,50,0.25
ROYLCP 11531,365.0,436.8,109.2,18.28,19.97,9.14,1996.59,50,0.25
ROYLCP 44233,365.0,425.0,106.25,18.53,19.7,9.26,1968.88,50,0.25
ROYLCP 44241,365.0,398.94,99.735,19.13,19.08,9.56,1907.47,50,0.25
ROYLCP 44243 QG-65,365.0,398.94,99.735,19.13,19.08,9.56,1907.47,50,0.25
ROYLCP 46125 Chuck,365.0,4743.17,1185.7925,5.55,65.77,2.78,6585.0,50,0.25
RP103,365.0,1387.78,346.945,10.26,35.58,5.13,3558.83,50,0.25
RPS-25K,365.0,31.0,7.75,68.63,5.32,34.32,531.98,50,0.25
RQANS1,365.0,88.0,22.0,40.73,8.96,20.36,895.92,50,0.25
RQANS2,1460.0,78.5,19.625,86.25,16.93,43.12,1692.73,50,0.25
RR241,365.0,14.24,3.56,101.26,3.6,50.63,360.24,50,0.25
RR241SB,365.0,13.21,3.3025,105.13,3.47,52.56,347.08,50,0.25
RR242,365.0,8.81,2.2025,128.73,2.84,64.36,283.75,50,0.25
RR242SB,365.0,6.26,1.565,152.72,2.39,76.36,239.0,50,0.25
RSM500K,3650.0,129.37,32.3425,106.23,34.36,53.12,3436.03,50,0.25
RSM61000C,1460.0,316.8,79.2,42.94,34.0,21.47,3400.42,50,0.25
RSM61002,1460.0,180.0,45.0,56.96,25.63,28.48,2563.1,50,0.25
RSQT00067,365.0,1002.67,250.6675,12.07,30.24,6.04,3026.03,50,0.25
RSQT00346,365.0,932.4,233.1,12.51,29.18,6.26,2918.21,50,0.25
RSQT00433,365.0,747.48,186.87,13.98,26.11,6.99,2611.72,50,0.25
RSQT00434,365.0,1055.56,263.89,11.76,31.04,5.88,3103.67,50,0.25
RSQT00435,365.0,1028.88,257.22,11.91,30.65,5.96,3065.53,50,0.25
RSQT00436,365.0,1533.3,383.325,9.76,37.4,4.88,3740.63,50,0.25
RSQT00437,365.0,1902.33,475.5825,8.76,41.67,4.38,4166.55,50,0.25
RSQT00438,365.0,3230.59,807.6475,6.72,54.32,3.36,5429.7,50,0.25
RSQT00439,365.0,2400.26,600.065,7.8,46.79,3.9,4679.75,50,0.25
RSQT01406,365.0,1465.06,366.265,9.98,36.57,4.99,3656.16,50,0.25
RSQT01407,365.0,1046.36,261.59,11.81,30.91,5.9,3088.88,50,0.25
RSQT01609,365.0,5950.42,1487.605,4.95,73.74,2.48,7376.26,50,0.25
RSQT01665,365.0,1046.36,261.59,11.81,30.91,5.9,3088.88,50,0.25
RSS502-Q9789,1825.0,1115.03,278.7575,25.59,71.32,12.8,7134.1,50,0.25
RTU1EXT,6.49,14.24,3.56,13.5,0.48,6.75,48.03,50,0.25
RULER,3.2,6.95,1.7375,13.57,0.24,6.78,23.78,50,0.25
RV-12-01.X/12,730.0,53.69,13.4225,73.75,9.9,36.88,990.02,50,0.25
RV10-20A-0-N-33,730.0,64.91,16.2275,67.07,10.88,33.53,1088.11,50,0.25
RW125-100,27375.0,0.86,0.215,3568.27,7.67,1784.14,767.09,50,0.25
Remaining Term,365.0,676.38,169.095,14.69,24.85,7.34,2483.66,50,0.25
Rental,730.0,720.0,180.0,20.14,36.25,10.07,3625.1,50,0.25
Repair,3.16,995.04,248.76,1.13,2.8,0.56,279.31,50,0.25
Repair/Service,365.0,1730.64,432.66,9.18,39.76,4.59,3973.91,50,0.25
Replacement controller 52467,365.0,233.7,58.425,24.99,14.61,12.5,1460.81,50,0.25
Revo Handheld,365.0,1369.0,342.25,10.33,35.33,5.16,3532.51,50,0.25
Roof Panels,365.0,880.0,220.0,12.88,28.34,6.44,2833.8,50,0.25
S-10473,3.84,26.0,6.5,7.69,0.5,3.84,49.96,50,0.25
S-11892,11.12,150.0,37.5,5.45,2.04,2.72,204.0,50,0.25
S-11893,4.64,150.0,37.5,3.52,1.32,1.76,132.0,50,0.25
S-12418Y,17520.0,7.2,1.8,986.58,17.76,493.29,1775.92,50,0.25
S-1293,4380.0,20.0,5.0,295.97,14.8,147.99,1479.95,50,0.25
S-1295,2920.0,43.0,10.75,164.81,17.72,82.4,1771.8,50,0.25
S-1307,70.92,24.0,6.0,34.38,2.06,17.19,206.14,50,0.25
S-13121,365.0,22.0,5.5,81.46,4.48,40.73,448.02,50,0.25
S-13398Y,527.71,3.1,0.775,260.94,2.02,130.47,202.11,50,0.25
S-14461,365.0,21.0,5.25,83.38,4.38,41.69,437.87,50,0.25
S-14803,730.0,34.0,8.5,92.67,7.88,46.34,787.89,50,0.25
S-1701,20.8,69.0,17.25,10.98,1.89,5.49,189.2,50,0.25
S-19599,365.0,61.0,15.25,48.92,7.46,24.46,746.02,50,0.25
S-20045,4380.0,3.3,0.825,728.64,6.01,364.32,601.06,50,0.25
S-21433,365.0,0.0,0.0,,,,,50,0.25
S-21504-NO CHARGE,365.0,0.0,0.0,,,,,50,0.25
S-22136,365.0,0.0,0.0,,,,,50,0.25
S-22139B/G **Free item,365.0,0.0,0.0,,,,,50,0.25
S-2245,365.0,26.0,6.5,74.94,4.87,37.47,487.06,50,0.25
S-22457,365.0,42.0,10.5,58.96,6.19,29.48,619.04,50,0.25
S-22526BLU,365.0,0.0,0.0,,,,,50,0.25
S-22579T **FREE ITEM,365.0,0.0,0.0,,,,,50,0.25
S-23278,365.0,0.0,0.0,,,,,50,0.25
S-23388,365.0,0.0,0.0,,,,,50,0.25
S-24376,365.0,0.0,0.0,,,,,50,0.25
S-24388-L,365.0,0.0,0.0,,,,,50,0.25
S-24505,365.0,0.0,0.0,,,,,50,0.25
S-25473BL FREE ITEM,365.0,0.0,0.0,,,,,50,0.25
S-25625NB,365.0,0.0,0.0,,,,,50,0.25
S-25755,365.0,98.0,24.5,38.6,9.46,19.3,945.85,50,0.25
S-26109,365.0,0.0,0.0,,,,,50,0.25
S-26110 **FREE ITEM,365.0,0.0,0.0,,,,,50,0.25
S-2761BL,37.76,68.0,17.0,14.9,2.53,7.45,253.15,50,0.25
S-3213,1460.0,21.0,5.25,166.76,8.76,83.38,875.74,50,0.25
S-3250,13.9,133.0,33.25,6.47,2.15,3.24,215.23,50,0.25
S-3553O-PW,730.0,58.0,14.5,70.95,10.29,35.48,1028.96,50,0.25
S-3832,365.0,34.0,8.5,65.53,5.57,32.76,556.96,50,0.25
S-5017208,1095.0,1737.0,434.25,15.88,68.95,7.94,6895.44,50,0.25
S-512,1095.0,34.0,8.5,113.5,9.65,56.75,964.88,50,0.25
S-6702191,730.0,0.0,0.0,,,,,50,0.25
S-6703077,13.62,3008.1999999999994,752.05,1.35,10.09,0.68,1015.89,50,0.25
S-7153,365.0,195.0,48.75,27.36,13.34,13.68,1333.9,50,0.25
S-7644,1095.0,32.0,8.0,116.99,9.36,58.5,936.0,50,0.25
S-7657,730.0,70.0,17.5,64.59,11.3,32.3,1130.25,50,0.25
S-78770,10950.0,11.0,2.75,631.02,17.35,315.51,1735.15,50,0.25
S-85,7300.0,0.98,0.245,1726.15,4.23,863.08,422.95,50,0.25
S-8598,4380.0,19.0,4.75,303.66,14.42,151.83,1442.19,50,0.25
S/N  160601,365.0,236.11,59.0275,24.87,14.68,12.44,1468.3,50,0.25
S/N  240188,365.0,56.78,14.195,50.71,7.2,25.36,719.99,50,0.25
S/N  642-3000,365.0,427.51,106.8775,18.48,19.75,9.24,1975.05,50,0.25
S/N 192055,365.0,128.88,32.22,33.66,10.84,16.83,1084.26,50,0.25
S/N 200311 - 1,365.0,151.0,37.75,31.09,11.74,15.54,1173.64,50,0.25
S/N 393978 - 2,365.0,48.72,12.18,54.74,6.67,27.37,666.87,50,0.25
S/N 756451,365.0,184.52,46.13,28.13,12.98,14.06,1297.59,50,0.25
S/N CO31-29886,365.0,85.34,21.335,41.36,8.82,20.68,882.21,50,0.25
S007618126,365.0,1757.87,439.4675,9.11,40.07,4.56,4007.47,50,0.25
S02001A04,365.0,569.0,142.25,16.02,22.78,8.01,2278.42,50,0.25
S02018A04,365.0,324.0,81.0,21.23,17.19,10.62,1719.72,50,0.25
S02842,730.0,4.08,1.02,267.52,2.73,133.76,272.94,50,0.25
S02902,365.0,3.81,0.9525,195.76,1.86,97.88,186.23,50,0.25
S02944,365.0,39.77,9.9425,60.59,6.02,30.3,602.26,50,0.25
S02982,365.0,34.99,8.7475,64.6,5.65,32.3,565.04,50,0.25
S02986,730.0,118.25,29.5625,49.69,14.69,24.84,1468.83,50,0.25
S03128,365.0,8.0,2.0,135.09,2.7,67.54,270.08,50,0.25
S03495A01,1825.0,117.0,29.25,78.99,23.1,39.49,2310.08,50,0.25
S06006A05,365.0,315.0,78.75,21.53,16.95,10.76,1694.85,50,0.25
S06015A03,365.0,471.0,117.75,17.61,20.73,8.8,2072.7,50,0.25
S137204,14.54,393.34000000000003,98.335,3.85,3.78,1.92,377.8,50,0.25
S165302,65.74,66.56972727272728,16.6424,19.87,3.31,9.94,330.93,50,0.25
S165307,19.18,263.3,65.825,5.4,3.55,2.7,355.23,50,0.25
S165309,15.25,78.75454545454545,19.6886,8.8,1.73,4.4,173.13,50,0.25
S17 Nozzle,365.0,14.0,3.5,102.12,3.57,51.06,357.21,50,0.25
S1701,1095.0,69.0,17.25,79.67,13.74,39.84,1374.24,50,0.25
S179901,74.41,242.84,60.71,11.07,6.72,5.54,672.33,50,0.25
S1799AL,29200.0,0.0,0.0,,,,,50,0.25
S184701,730.0,551.87,137.9675,23.0,31.74,11.5,3173.63,50,0.25
S198301,12410.0,45.41,11.3525,330.63,37.53,165.32,3753.3,50,0.25
S198302,36.5,5.35332,1.3383,52.22,0.7,26.11,69.94,50,0.25
S198305,3.24,15.88,3.97,9.03,0.36,4.51,35.9,50,0.25
S213903,82.95,61.333333333333336,15.3333,23.26,3.57,11.63,356.83,50,0.25
S22045A03,365.0,59.0,14.75,49.75,7.34,24.88,733.98,50,0.25
S22046A04,365.0,55.0,13.75,51.52,7.08,25.76,708.2,50,0.25
